,mean_value_obs,month,sd_value_obs,site,mean_value_sim,sd_value_sim
0,0.006869562959701564,1.0,0.0014701207010200973,1.0,0.006848110744093735,0.0014615960411657378
1,0.006782753032917577,1.0,0.0014571132034878352,2.0,0.006763168487257214,0.001451254560927629
2,0.00673740322160865,1.0,0.0014440445141141256,3.0,0.006721271394842094,0.0014405734714152596
3,0.006889459458229843,1.0,0.0013514243912061586,4.0,0.006874742960727583,0.001350622855814932
4,0.006387848845496523,1.0,0.001490417896616456,5.0,0.006370936376643517,0.0014808190898481482
5,0.006227928826395142,1.0,0.0014677059035539492,6.0,0.006213423301646065,0.0014619186125928363
6,0.006152875224436303,1.0,0.0014721458204371583,7.0,0.006140937009746189,0.0014677895004754063
7,0.0060404198071468745,1.0,0.0014151585447162616,8.0,0.006031450807737807,0.0014120157852873995
8,0.006301604430641859,1.0,0.0013318092959478942,9.0,0.006291766012392898,0.0013305034122271199
9,0.006227310877781542,1.0,0.0011749780458749665,10.0,0.006217582772175471,0.0011698408209539002
10,0.006938508783920257,1.0,0.001319064280270073,11.0,0.0069234983304575564,0.0013069897248486348
11,0.006133133160690176,1.0,0.0015228786645367128,12.0,0.006121547873700238,0.001511142928870181
12,0.005685086461611502,1.0,0.0015213014426391364,13.0,0.005675179859152645,0.001511506503874996
13,0.005745195109655039,1.0,0.0014166253605235087,14.0,0.005734686460921801,0.0014105286307976297
14,0.005779399631622558,1.0,0.0014080271501421258,15.0,0.005770340621401305,0.001402063941384186
15,0.005318080304254357,1.0,0.0013635102889091653,16.0,0.005312430459244918,0.0013587655644428244
16,0.005279992599107866,1.0,0.0013141294134506284,17.0,0.005276120190398507,0.0013101594885570407
17,0.005431849668922794,1.0,0.0012322700548083535,18.0,0.0054283333342942984,0.00122784960787298
18,0.005822809003118265,1.0,0.0011864739138883614,19.0,0.005816975709912117,0.001183563961183555
19,0.005473192002040945,1.0,0.0014565544293060615,20.0,0.0054655937801530805,0.0014483771384443402
20,0.005405435110417305,1.0,0.00141303766768158,21.0,0.005398431522095756,0.001403856542158584
21,0.005468084145041924,1.0,0.001333355798262479,22.0,0.005458921203189479,0.0013268216543277334
22,0.005285467119995124,1.0,0.0013423620211076605,23.0,0.0052781931193225,0.001335945503712327
23,0.004939180861886901,1.0,0.0012578434755657613,24.0,0.004936181535100645,0.0012523809372007467
24,0.0049675609775936555,1.0,0.0012060860812516754,25.0,0.0049644357412652945,0.0012011324188498545
25,0.004710337635654185,1.0,0.0011232597390516076,26.0,0.004710277750830276,0.0011169465356147404
26,0.00519760124812839,1.0,0.0010749719877212133,27.0,0.005196514603111052,0.0010704978045616394
27,0.005511926018756458,1.0,0.0012073515377698217,28.0,0.005500972972887378,0.001201654595471553
28,0.004669327382436423,1.0,0.0013960201775574086,29.0,0.004667550284848598,0.0013898934682353605
29,0.004976690025068819,1.0,0.0013610526460195566,30.0,0.004972785858459951,0.0013535548161659383
30,0.0050038687193200435,1.0,0.001301982288789407,31.0,0.0049975501231709,0.00129544553655147
31,0.00473508997160005,1.0,0.0012776747581556148,32.0,0.004730673927515846,0.0012706457946658322
32,0.004511776614558047,1.0,0.0011610713718468362,33.0,0.004511127412370506,0.0011532626711271826
33,0.004732045481389549,1.0,0.0011665480970804022,34.0,0.00472961129971169,0.0011593938288364672
34,0.0042504557017290145,1.0,0.0011154404471320342,35.0,0.0042522972509307505,0.0011081218752059128
35,0.004970997002730597,1.0,0.0009592091477755547,36.0,0.004971741350012161,0.000956366560148128
36,0.005287781815164753,1.0,0.001262251907646205,37.0,0.0052794664084125234,0.0012534426447299426
37,0.004108994190826178,1.0,0.0013165830678526355,38.0,0.004106945353247206,0.0013063361062434673
38,0.004593734414459417,1.0,0.0013198397542808814,39.0,0.004590681484056717,0.0013109898317695912
39,0.004681791277052785,1.0,0.0012967733267095925,40.0,0.00467713502289537,0.0012898610746703558
40,0.0045421842350161345,1.0,0.0012443727002738347,41.0,0.004538436307526764,0.0012363655188692671
41,0.0043335168035506895,1.0,0.0011257610516332798,42.0,0.00433355958005088,0.0011167029055574353
42,0.004501079021616944,1.0,0.0011486861707905667,43.0,0.004499986313148251,0.0011401934032141407
43,0.004148578088635438,1.0,0.00104466380094147,44.0,0.004152052128019052,0.0010376287294003247
44,0.005257666098641559,1.0,0.0008894645112840991,45.0,0.005259014835020387,0.0008876050380012026
45,0.005051657431245711,1.0,0.0011080957186383063,46.0,0.00504882505621701,0.0010946570784090197
46,0.005204211740994886,1.0,0.0010278552230333234,47.0,0.005200642272579654,0.001016062806339455
47,0.00613502373152803,1.0,0.0012965786293230586,48.0,0.006126948113913738,0.0012877974151230072
48,0.004361986455564532,1.0,0.0012286457306438256,49.0,0.004360208340015472,0.0012172667888163758
49,0.004384971213577408,1.0,0.0012956032398176863,50.0,0.004382068069679262,0.0012849486903918803
50,0.004450205891497649,1.0,0.0012662743264962154,51.0,0.004446382900194255,0.0012585034618428964
51,0.004339066069912396,1.0,0.0011634399120250775,52.0,0.004336138610873291,0.0011561661225616172
52,0.004208340169861912,1.0,0.0010759434944426955,53.0,0.004208903457225871,0.001067670779668592
53,0.004252941013574826,1.0,0.0010473866009820542,54.0,0.004254751629033376,0.0010389268912490107
54,0.00462689602266251,1.0,0.0009653298444974236,55.0,0.004628925271525038,0.0009587629149113981
55,0.004981258130001445,1.0,0.0010568876736269657,56.0,0.004979275304208239,0.0010451765098753198
