,gauge,date,time,pr,tmax,tmin,month,year,20302050_to_19802000_diff,20402060_to_19802000_diff,tmax20302050_to_19802000_diff,tmin20302050_to_19802000_diff
0,83538,01/01/1961,0,,21.9,,1,1961,1.5591142857142837,1.943357142857142,23.459114285714282,
1,83538,01/01/1961,1200,,,18.0,1,1961,1.5591142857142837,1.943357142857142,,19.559114285714283
2,83538,02/01/1961,0,,21.3,,1,1961,1.5591142857142837,1.943357142857142,22.859114285714284,
3,83538,02/01/1961,1200,60,,17.6,1,1961,1.5591142857142837,1.943357142857142,,19.159114285714285
4,83538,03/01/1961,0,,24.3,,1,1961,1.5591142857142837,1.943357142857142,25.859114285714284,
5,83538,03/01/1961,1200,27,,16.6,1,1961,1.5591142857142837,1.943357142857142,,18.159114285714285
6,83538,04/01/1961,0,,20.3,,1,1961,1.5591142857142837,1.943357142857142,21.859114285714284,
7,83538,04/01/1961,1200,38,,16.4,1,1961,1.5591142857142837,1.943357142857142,,17.959114285714282
8,83538,05/01/1961,0,,21.7,,1,1961,1.5591142857142837,1.943357142857142,23.259114285714283,
9,83538,05/01/1961,1200,10,,16.8,1,1961,1.5591142857142837,1.943357142857142,,18.359114285714284
10,83538,06/01/1961,0,,23.7,,1,1961,1.5591142857142837,1.943357142857142,25.259114285714283,
11,83538,06/01/1961,1200,22,,17.0,1,1961,1.5591142857142837,1.943357142857142,,18.559114285714283
12,83538,07/01/1961,0,,24.5,,1,1961,1.5591142857142837,1.943357142857142,26.059114285714283,
13,83538,07/01/1961,1200,26,,17.2,1,1961,1.5591142857142837,1.943357142857142,,18.759114285714283
14,83538,08/01/1961,0,,23.1,,1,1961,1.5591142857142837,1.943357142857142,24.659114285714285,
15,83538,08/01/1961,1200,10.6,,17.8,1,1961,1.5591142857142837,1.943357142857142,,19.359114285714284
16,83538,09/01/1961,0,,25.5,,1,1961,1.5591142857142837,1.943357142857142,27.059114285714283,
17,83538,09/01/1961,1200,3,,18.0,1,1961,1.5591142857142837,1.943357142857142,,19.559114285714283
18,83538,10/01/1961,0,,23.3,,1,1961,1.5591142857142837,1.943357142857142,24.859114285714284,
19,83538,10/01/1961,1200,3,,17.0,1,1961,1.5591142857142837,1.943357142857142,,18.559114285714283
20,83538,11/01/1961,0,,23.7,,1,1961,1.5591142857142837,1.943357142857142,25.259114285714283,
21,83538,11/01/1961,1200,30.6,,17.6,1,1961,1.5591142857142837,1.943357142857142,,19.159114285714285
22,83538,12/01/1961,0,,18.5,,1,1961,1.5591142857142837,1.943357142857142,20.059114285714283,
23,83538,12/01/1961,1200,58,,15.8,1,1961,1.5591142857142837,1.943357142857142,,17.359114285714284
24,83538,13/01/1961,0,,19.7,,1,1961,1.5591142857142837,1.943357142857142,21.259114285714283,
25,83538,13/01/1961,1200,16,,15.8,1,1961,1.5591142857142837,1.943357142857142,,17.359114285714284
26,83538,14/01/1961,0,,21.3,,1,1961,1.5591142857142837,1.943357142857142,22.859114285714284,
27,83538,14/01/1961,1200,22.6,,15.2,1,1961,1.5591142857142837,1.943357142857142,,16.759114285714283
28,83538,15/01/1961,0,,21.9,,1,1961,1.5591142857142837,1.943357142857142,23.459114285714282,
29,83538,15/01/1961,1200,19.2,,16.6,1,1961,1.5591142857142837,1.943357142857142,,18.159114285714285
30,83538,16/01/1961,0,,24.1,,1,1961,1.5591142857142837,1.943357142857142,25.659114285714285,
31,83538,16/01/1961,1200,1,,16.8,1,1961,1.5591142857142837,1.943357142857142,,18.359114285714284
32,83538,17/01/1961,0,,24.9,,1,1961,1.5591142857142837,1.943357142857142,26.459114285714282,
33,83538,17/01/1961,1200,3,,16.6,1,1961,1.5591142857142837,1.943357142857142,,18.159114285714285
34,83538,18/01/1961,0,,25.9,,1,1961,1.5591142857142837,1.943357142857142,27.459114285714282,
35,83538,18/01/1961,1200,0,,17.8,1,1961,1.5591142857142837,1.943357142857142,,19.359114285714284
36,83538,19/01/1961,0,,27.5,,1,1961,1.5591142857142837,1.943357142857142,29.059114285714283,
37,83538,19/01/1961,1200,0,,19.0,1,1961,1.5591142857142837,1.943357142857142,,20.559114285714283
38,83538,20/01/1961,0,,22.7,,1,1961,1.5591142857142837,1.943357142857142,24.259114285714283,
39,83538,20/01/1961,1200,3.6,,17.0,1,1961,1.5591142857142837,1.943357142857142,,18.559114285714283
40,83538,21/01/1961,0,,24.1,,1,1961,1.5591142857142837,1.943357142857142,25.659114285714285,
41,83538,21/01/1961,1200,5.8,,16.8,1,1961,1.5591142857142837,1.943357142857142,,18.359114285714284
42,83538,22/01/1961,0,,24.9,,1,1961,1.5591142857142837,1.943357142857142,26.459114285714282,
43,83538,22/01/1961,1200,1,,16.4,1,1961,1.5591142857142837,1.943357142857142,,17.959114285714282
44,83538,23/01/1961,0,,25.3,,1,1961,1.5591142857142837,1.943357142857142,26.859114285714284,
45,83538,23/01/1961,1200,7.8,,17.8,1,1961,1.5591142857142837,1.943357142857142,,19.359114285714284
46,83538,24/01/1961,0,,22.3,,1,1961,1.5591142857142837,1.943357142857142,23.859114285714284,
47,83538,24/01/1961,1200,5.8,,17.6,1,1961,1.5591142857142837,1.943357142857142,,19.159114285714285
48,83538,25/01/1961,0,,23.9,,1,1961,1.5591142857142837,1.943357142857142,25.459114285714282,
49,83538,25/01/1961,1200,25,,17.6,1,1961,1.5591142857142837,1.943357142857142,,19.159114285714285
50,83538,26/01/1961,0,,23.1,,1,1961,1.5591142857142837,1.943357142857142,24.659114285714285,
51,83538,26/01/1961,1200,10.6,,17.6,1,1961,1.5591142857142837,1.943357142857142,,19.159114285714285
52,83538,27/01/1961,0,,20.7,,1,1961,1.5591142857142837,1.943357142857142,22.259114285714283,
53,83538,27/01/1961,1200,37,,17.2,1,1961,1.5591142857142837,1.943357142857142,,18.759114285714283
54,83538,28/01/1961,0,,24.3,,1,1961,1.5591142857142837,1.943357142857142,25.859114285714284,
55,83538,28/01/1961,1200,53,,17.2,1,1961,1.5591142857142837,1.943357142857142,,18.759114285714283
56,83538,29/01/1961,0,,25.3,,1,1961,1.5591142857142837,1.943357142857142,26.859114285714284,
57,83538,29/01/1961,1200,11,,17.8,1,1961,1.5591142857142837,1.943357142857142,,19.359114285714284
58,83538,30/01/1961,0,,22.5,,1,1961,1.5591142857142837,1.943357142857142,24.059114285714283,
59,83538,30/01/1961,1200,9,,18.6,1,1961,1.5591142857142837,1.943357142857142,,20.159114285714285
60,83538,31/01/1961,0,,23.9,,1,1961,1.5591142857142837,1.943357142857142,25.459114285714282,
61,83538,31/01/1961,1200,1,,17.6,1,1961,1.5591142857142837,1.943357142857142,,19.159114285714285
62,83538,01/02/1961,0,,25.9,,2,1961,1.4505000000000017,1.8055809523809645,27.3505,
63,83538,01/02/1961,1200,19,,17.6,2,1961,1.4505000000000017,1.8055809523809645,,19.050500000000003
64,83538,02/02/1961,0,,26.3,,2,1961,1.4505000000000017,1.8055809523809645,27.750500000000002,
65,83538,02/02/1961,1200,0,,17.6,2,1961,1.4505000000000017,1.8055809523809645,,19.050500000000003
66,83538,03/02/1961,0,,27.5,,2,1961,1.4505000000000017,1.8055809523809645,28.9505,
67,83538,03/02/1961,1200,0.2,,18.6,2,1961,1.4505000000000017,1.8055809523809645,,20.050500000000003
68,83538,04/02/1961,0,,26.9,,2,1961,1.4505000000000017,1.8055809523809645,28.3505,
69,83538,04/02/1961,1200,0,,16.4,2,1961,1.4505000000000017,1.8055809523809645,,17.8505
70,83538,05/02/1961,0,,26.2,,2,1961,1.4505000000000017,1.8055809523809645,27.6505,
71,83538,05/02/1961,1200,0,,16.6,2,1961,1.4505000000000017,1.8055809523809645,,18.050500000000003
72,83538,06/02/1961,0,,26.9,,2,1961,1.4505000000000017,1.8055809523809645,28.3505,
73,83538,06/02/1961,1200,0,,17.8,2,1961,1.4505000000000017,1.8055809523809645,,19.250500000000002
74,83538,07/02/1961,0,,27.5,,2,1961,1.4505000000000017,1.8055809523809645,28.9505,
75,83538,07/02/1961,1200,0,,17.0,2,1961,1.4505000000000017,1.8055809523809645,,18.4505
76,83538,08/02/1961,0,,29.1,,2,1961,1.4505000000000017,1.8055809523809645,30.550500000000003,
77,83538,08/02/1961,1200,0,,16.4,2,1961,1.4505000000000017,1.8055809523809645,,17.8505
78,83538,09/02/1961,0,,25.9,,2,1961,1.4505000000000017,1.8055809523809645,27.3505,
79,83538,09/02/1961,1200,0,,18.6,2,1961,1.4505000000000017,1.8055809523809645,,20.050500000000003
80,83538,10/02/1961,0,,25.9,,2,1961,1.4505000000000017,1.8055809523809645,27.3505,
81,83538,10/02/1961,1200,2,,17.8,2,1961,1.4505000000000017,1.8055809523809645,,19.250500000000002
82,83538,11/02/1961,0,,26.7,,2,1961,1.4505000000000017,1.8055809523809645,28.1505,
83,83538,11/02/1961,1200,0,,17.8,2,1961,1.4505000000000017,1.8055809523809645,,19.250500000000002
84,83538,12/02/1961,0,,22.1,,2,1961,1.4505000000000017,1.8055809523809645,23.550500000000003,
85,83538,12/02/1961,1200,0,,17.8,2,1961,1.4505000000000017,1.8055809523809645,,19.250500000000002
86,83538,13/02/1961,0,,25.3,,2,1961,1.4505000000000017,1.8055809523809645,26.750500000000002,
87,83538,13/02/1961,1200,3.8,,17.6,2,1961,1.4505000000000017,1.8055809523809645,,19.050500000000003
88,83538,14/02/1961,0,,20.9,,2,1961,1.4505000000000017,1.8055809523809645,22.3505,
89,83538,14/02/1961,1200,12,,17.8,2,1961,1.4505000000000017,1.8055809523809645,,19.250500000000002
90,83538,15/02/1961,0,,20.9,,2,1961,1.4505000000000017,1.8055809523809645,22.3505,
91,83538,15/02/1961,1200,35.6,,16.8,2,1961,1.4505000000000017,1.8055809523809645,,18.250500000000002
92,83538,16/02/1961,0,,24.9,,2,1961,1.4505000000000017,1.8055809523809645,26.3505,
93,83538,16/02/1961,1200,3.4,,16.8,2,1961,1.4505000000000017,1.8055809523809645,,18.250500000000002
94,83538,17/02/1961,0,,25.3,,2,1961,1.4505000000000017,1.8055809523809645,26.750500000000002,
95,83538,17/02/1961,1200,0,,17.6,2,1961,1.4505000000000017,1.8055809523809645,,19.050500000000003
96,83538,18/02/1961,0,,23.5,,2,1961,1.4505000000000017,1.8055809523809645,24.9505,
97,83538,18/02/1961,1200,0,,16.6,2,1961,1.4505000000000017,1.8055809523809645,,18.050500000000003
98,83538,19/02/1961,0,,23.9,,2,1961,1.4505000000000017,1.8055809523809645,25.3505,
99,83538,19/02/1961,1200,0,,16.6,2,1961,1.4505000000000017,1.8055809523809645,,18.050500000000003
100,83538,20/02/1961,0,,24.3,,2,1961,1.4505000000000017,1.8055809523809645,25.750500000000002,
101,83538,20/02/1961,1200,0,,17.6,2,1961,1.4505000000000017,1.8055809523809645,,19.050500000000003
102,83538,21/02/1961,0,,23.1,,2,1961,1.4505000000000017,1.8055809523809645,24.550500000000003,
103,83538,21/02/1961,1200,29.8,,17.6,2,1961,1.4505000000000017,1.8055809523809645,,19.050500000000003
104,83538,22/02/1961,0,,23.9,,2,1961,1.4505000000000017,1.8055809523809645,25.3505,
105,83538,22/02/1961,1200,0,,17.8,2,1961,1.4505000000000017,1.8055809523809645,,19.250500000000002
106,83538,23/02/1961,0,,26.3,,2,1961,1.4505000000000017,1.8055809523809645,27.750500000000002,
107,83538,23/02/1961,1200,0,,18.0,2,1961,1.4505000000000017,1.8055809523809645,,19.4505
108,83538,24/02/1961,0,,25.9,,2,1961,1.4505000000000017,1.8055809523809645,27.3505,
109,83538,24/02/1961,1200,0,,18.6,2,1961,1.4505000000000017,1.8055809523809645,,20.050500000000003
110,83538,25/02/1961,0,,27.1,,2,1961,1.4505000000000017,1.8055809523809645,28.550500000000003,
111,83538,25/02/1961,1200,0,,18.8,2,1961,1.4505000000000017,1.8055809523809645,,20.250500000000002
112,83538,26/02/1961,0,,25.5,,2,1961,1.4505000000000017,1.8055809523809645,26.9505,
113,83538,26/02/1961,1200,2.8,,17.8,2,1961,1.4505000000000017,1.8055809523809645,,19.250500000000002
114,83538,27/02/1961,0,,27.7,,2,1961,1.4505000000000017,1.8055809523809645,29.1505,
115,83538,27/02/1961,1200,0,,18.0,2,1961,1.4505000000000017,1.8055809523809645,,19.4505
116,83538,28/02/1961,0,,29.3,,2,1961,1.4505000000000017,1.8055809523809645,30.750500000000002,
117,83538,28/02/1961,1200,0,,19.0,2,1961,1.4505000000000017,1.8055809523809645,,20.4505
118,83538,01/03/1961,0,,27.7,,3,1961,1.3897428571428492,1.8351666666666693,29.08974285714285,
