,lon,lat
0,-20.950000000000003,-9.790000000000001
1,-20.950000000000003,-8.91
2,-20.950000000000003,-8.03
3,-20.950000000000003,-7.15
4,-20.07,-9.790000000000001
5,-20.07,-8.91
6,-20.07,-8.03
7,-20.07,-7.15
8,-20.07,-6.270000000000001
9,-19.189999999999998,-12.43
10,-19.189999999999998,-11.55
11,-19.189999999999998,-10.670000000000002
12,-19.189999999999998,-9.790000000000001
13,-19.189999999999998,-8.91
14,-19.189999999999998,-8.03
15,-19.189999999999998,-7.15
16,-19.189999999999998,-6.270000000000001
17,-19.189999999999998,-5.390000000000001
18,-19.189999999999998,-4.51
19,-18.310000000000002,-10.670000000000002
20,-18.310000000000002,-9.790000000000001
21,-18.310000000000002,-8.91
22,-18.310000000000002,-8.03
23,-18.310000000000002,-7.15
24,-18.310000000000002,-6.270000000000001
25,-18.310000000000002,-5.390000000000001
26,-18.310000000000002,-4.51
27,-17.43,-11.55
28,-17.43,-10.670000000000002
29,-17.43,-9.790000000000001
30,-17.43,-8.91
31,-17.43,-8.03
32,-17.43,-7.15
33,-17.43,-6.270000000000001
34,-17.43,-5.390000000000001
35,-17.43,-4.51
36,-16.549999999999997,-11.55
37,-16.549999999999997,-10.670000000000002
38,-16.549999999999997,-9.790000000000001
39,-16.549999999999997,-8.91
40,-16.549999999999997,-8.03
41,-16.549999999999997,-7.15
42,-16.549999999999997,-6.270000000000001
43,-16.549999999999997,-5.390000000000001
44,-16.549999999999997,-4.51
45,-16.549999999999997,4.289999999999999
46,-16.549999999999997,5.169999999999998
47,-15.670000000000002,-11.55
48,-15.670000000000002,-10.670000000000002
49,-15.670000000000002,-9.790000000000001
50,-15.670000000000002,-8.91
51,-15.670000000000002,-8.03
52,-15.670000000000002,-7.15
53,-15.670000000000002,-6.270000000000001
54,-15.670000000000002,-5.390000000000001
55,-15.670000000000002,4.289999999999999
56,-15.670000000000002,5.169999999999998
57,-15.670000000000002,6.050000000000001
58,-14.790000000000001,-10.670000000000002
59,-14.790000000000001,-9.790000000000001
60,-14.790000000000001,-8.91
61,-14.790000000000001,-8.03
62,-14.790000000000001,-7.15
63,-14.790000000000001,-6.270000000000001
64,-14.790000000000001,-5.390000000000001
65,-14.790000000000001,-0.11000000000000121
66,-14.790000000000001,1.6500000000000004
67,-14.790000000000001,4.289999999999999
68,-14.790000000000001,5.169999999999998
69,-14.790000000000001,6.050000000000001
70,-14.790000000000001,6.93
71,-13.91,-8.91
72,-13.91,-8.03
73,-13.91,-7.15
74,-13.91,-6.270000000000001
75,-13.91,-5.390000000000001
76,-13.91,-1.8699999999999992
77,-13.91,-0.9900000000000002
78,-13.91,-0.11000000000000121
79,-13.91,1.6500000000000004
80,-13.91,2.5299999999999994
81,-13.91,3.41
82,-13.91,5.169999999999998
83,-13.91,6.050000000000001
84,-13.91,6.93
85,-13.030000000000001,-8.03
86,-13.030000000000001,-7.15
87,-13.030000000000001,-6.270000000000001
88,-13.030000000000001,-5.390000000000001
89,-13.030000000000001,-4.51
90,-13.030000000000001,-3.630000000000001
91,-13.030000000000001,-2.75
92,-13.030000000000001,-1.8699999999999992
93,-13.030000000000001,-0.9900000000000002
94,-13.030000000000001,-0.11000000000000121
95,-13.030000000000001,1.6500000000000004
96,-13.030000000000001,2.5299999999999994
97,-13.030000000000001,3.41
98,-13.030000000000001,4.289999999999999
99,-13.030000000000001,6.050000000000001
100,-13.030000000000001,6.93
101,-13.030000000000001,7.809999999999999
102,-13.030000000000001,8.690000000000001
103,-13.030000000000001,9.57
104,-12.15,-9.790000000000001
105,-12.15,-8.03
106,-12.15,-7.15
107,-12.15,-6.270000000000001
108,-12.15,-5.390000000000001
109,-12.15,-4.51
110,-12.15,-3.630000000000001
111,-12.15,-2.75
112,-12.15,-1.8699999999999992
113,-12.15,-0.9900000000000002
114,-12.15,-0.11000000000000121
115,-12.15,1.6500000000000004
116,-12.15,2.5299999999999994
117,-12.15,3.41
118,-12.15,4.289999999999999
119,-12.15,5.169999999999998
120,-12.15,6.050000000000001
121,-12.15,6.93
122,-12.15,7.809999999999999
123,-12.15,8.690000000000001
124,-12.15,9.57
125,-11.27,-9.790000000000001
126,-11.27,-7.15
127,-11.27,-6.270000000000001
128,-11.27,-5.390000000000001
129,-11.27,-4.51
130,-11.27,-3.630000000000001
131,-11.27,-2.75
132,-11.27,-1.8699999999999992
133,-11.27,-0.9900000000000002
134,-11.27,-0.11000000000000121
135,-11.27,1.6500000000000004
136,-11.27,2.5299999999999994
137,-11.27,3.41
138,-11.27,4.289999999999999
139,-11.27,5.169999999999998
140,-11.27,6.050000000000001
141,-11.27,6.93
142,-11.27,7.809999999999999
143,-11.27,8.690000000000001
144,-11.27,9.57
145,-10.39,-6.270000000000001
146,-10.39,-5.390000000000001
147,-10.39,-4.51
148,-10.39,-3.630000000000001
149,-10.39,-2.75
150,-10.39,-1.8699999999999992
151,-10.39,-0.9900000000000002
152,-10.39,-0.11000000000000121
153,-10.39,0.7699999999999996
154,-10.39,1.6500000000000004
155,-10.39,2.5299999999999994
156,-10.39,3.41
157,-10.39,10.45
158,-9.51,-6.270000000000001
159,-9.51,-5.390000000000001
160,-9.51,-4.51
161,-9.51,-3.630000000000001
162,-9.51,-2.75
163,-9.51,-1.8699999999999992
164,-9.51,-0.9900000000000002
165,-9.51,-0.11000000000000121
166,-9.51,0.7699999999999996
167,-9.51,10.45
168,-8.63,-6.270000000000001
169,-8.63,-5.390000000000001
170,-8.63,-4.51
171,-8.63,-3.630000000000001
172,-8.63,-2.75
173,-8.63,-1.8699999999999992
174,-8.63,-0.9900000000000002
175,-8.63,-0.11000000000000121
176,-8.63,0.7699999999999996
177,-8.63,1.6500000000000004
178,-7.75,-6.270000000000001
179,-7.75,-5.390000000000001
180,-7.75,-4.51
181,-7.75,-3.630000000000001
182,-7.75,-2.75
183,-7.75,-1.8699999999999992
184,-7.75,-0.9900000000000002
185,-7.75,-0.11000000000000121
186,-7.75,0.7699999999999996
187,-7.75,1.6500000000000004
188,-7.75,2.5299999999999994
189,-6.869999999999999,-10.670000000000002
190,-6.869999999999999,-9.790000000000001
191,-6.869999999999999,-8.91
192,-6.869999999999999,-8.03
193,-6.869999999999999,-6.270000000000001
194,-6.869999999999999,-5.390000000000001
195,-6.869999999999999,-4.51
196,-6.869999999999999,-3.630000000000001
197,-6.869999999999999,-2.75
198,-6.869999999999999,-1.8699999999999992
199,-6.869999999999999,-0.9900000000000002
200,-6.869999999999999,-0.11000000000000121
201,-6.869999999999999,0.7699999999999996
202,-6.869999999999999,1.6500000000000004
203,-6.869999999999999,2.5299999999999994
204,-5.99,-8.03
205,-5.99,-7.15
206,-5.99,-6.270000000000001
207,-5.99,-5.390000000000001
208,-5.99,-4.51
209,-5.99,-3.630000000000001
210,-5.99,-2.75
211,-5.99,-1.8699999999999992
212,-5.99,-0.9900000000000002
213,-5.99,-0.11000000000000121
214,-5.99,0.7699999999999996
215,-5.99,1.6500000000000004
216,-5.99,2.5299999999999994
217,-5.99,3.41
218,-5.99,7.809999999999999
219,-5.99,8.690000000000001
220,-5.99,9.57
221,-5.99,10.45
222,-5.99,11.330000000000002
223,-5.99,12.21
224,-5.110000000000001,-8.03
225,-5.110000000000001,-7.15
226,-5.110000000000001,-6.270000000000001
227,-5.110000000000001,-5.390000000000001
228,-5.110000000000001,-4.51
229,-5.110000000000001,-3.630000000000001
230,-5.110000000000001,-2.75
231,-5.110000000000001,-1.8699999999999992
232,-5.110000000000001,-0.9900000000000002
233,-5.110000000000001,-0.11000000000000121
234,-5.110000000000001,0.7699999999999996
235,-5.110000000000001,1.6500000000000004
236,-5.110000000000001,2.5299999999999994
237,-5.110000000000001,3.41
238,-5.110000000000001,4.289999999999999
239,-5.110000000000001,5.169999999999998
240,-5.110000000000001,6.050000000000001
241,-5.110000000000001,7.809999999999999
242,-5.110000000000001,8.690000000000001
243,-5.110000000000001,9.57
244,-5.110000000000001,10.45
245,-5.110000000000001,11.330000000000002
246,-5.110000000000001,12.21
247,-4.23,-12.43
248,-4.23,-8.91
249,-4.23,-8.03
250,-4.23,-7.15
251,-4.23,-6.270000000000001
252,-4.23,-5.390000000000001
253,-4.23,-4.51
254,-4.23,-3.630000000000001
255,-4.23,-2.75
256,-4.23,-1.8699999999999992
257,-4.23,-0.9900000000000002
258,-4.23,-0.11000000000000121
259,-4.23,0.7699999999999996
260,-4.23,1.6500000000000004
261,-4.23,2.5299999999999994
262,-4.23,3.41
263,-4.23,4.289999999999999
264,-4.23,5.169999999999998
265,-4.23,6.050000000000001
266,-4.23,6.93
267,-4.23,8.690000000000001
268,-4.23,9.57
269,-4.23,10.45
270,-4.23,11.330000000000002
271,-4.23,12.21
272,-4.23,13.09
273,-3.3499999999999996,-13.310000000000002
274,-3.3499999999999996,-12.43
275,-3.3499999999999996,-9.790000000000001
276,-3.3499999999999996,-8.91
277,-3.3499999999999996,-8.03
278,-3.3499999999999996,-7.15
279,-3.3499999999999996,-5.390000000000001
280,-3.3499999999999996,-4.51
281,-3.3499999999999996,-3.630000000000001
282,-3.3499999999999996,-2.75
283,-3.3499999999999996,-1.8699999999999992
284,-3.3499999999999996,-0.9900000000000002
285,-3.3499999999999996,-0.11000000000000121
286,-3.3499999999999996,0.7699999999999996
287,-3.3499999999999996,1.6500000000000004
288,-3.3499999999999996,2.5299999999999994
289,-3.3499999999999996,3.41
290,-3.3499999999999996,4.289999999999999
291,-3.3499999999999996,5.169999999999998
292,-3.3499999999999996,6.050000000000001
293,-3.3499999999999996,6.93
294,-3.3499999999999996,7.809999999999999
295,-3.3499999999999996,8.690000000000001
296,-3.3499999999999996,9.57
297,-3.3499999999999996,10.45
298,-3.3499999999999996,11.330000000000002
299,-3.3499999999999996,12.21
300,-3.3499999999999996,13.09
301,-3.3499999999999996,13.969999999999999
302,-2.4700000000000006,-13.310000000000002
303,-2.4700000000000006,-12.43
304,-2.4700000000000006,-9.790000000000001
305,-2.4700000000000006,-8.91
306,-2.4700000000000006,-6.270000000000001
307,-2.4700000000000006,-5.390000000000001
308,-2.4700000000000006,-4.51
309,-2.4700000000000006,-3.630000000000001
310,-2.4700000000000006,-2.75
311,-2.4700000000000006,-1.8699999999999992
312,-2.4700000000000006,-0.9900000000000002
313,-2.4700000000000006,-0.11000000000000121
314,-2.4700000000000006,0.7699999999999996
315,-2.4700000000000006,1.6500000000000004
316,-2.4700000000000006,2.5299999999999994
317,-2.4700000000000006,3.41
318,-2.4700000000000006,4.289999999999999
319,-2.4700000000000006,5.169999999999998
320,-2.4700000000000006,6.050000000000001
321,-2.4700000000000006,6.93
322,-2.4700000000000006,7.809999999999999
323,-2.4700000000000006,8.690000000000001
324,-2.4700000000000006,9.57
325,-2.4700000000000006,10.45
326,-2.4700000000000006,11.330000000000002
327,-2.4700000000000006,12.21
328,-2.4700000000000006,13.09
329,-2.4700000000000006,13.969999999999999
330,-2.4700000000000006,14.849999999999998
331,-1.5899999999999999,-12.43
332,-1.5899999999999999,-11.55
333,-1.5899999999999999,-10.670000000000002
334,-1.5899999999999999,-9.790000000000001
335,-1.5899999999999999,-8.91
336,-1.5899999999999999,-7.15
337,-1.5899999999999999,-6.270000000000001
338,-1.5899999999999999,-5.390000000000001
339,-1.5899999999999999,-4.51
340,-1.5899999999999999,-3.630000000000001
341,-1.5899999999999999,-2.75
342,-1.5899999999999999,-1.8699999999999992
343,-1.5899999999999999,-0.9900000000000002
344,-1.5899999999999999,-0.11000000000000121
345,-1.5899999999999999,0.7699999999999996
346,-1.5899999999999999,1.6500000000000004
347,-1.5899999999999999,2.5299999999999994
348,-1.5899999999999999,3.41
349,-1.5899999999999999,6.050000000000001
350,-1.5899999999999999,6.93
351,-1.5899999999999999,7.809999999999999
352,-1.5899999999999999,8.690000000000001
353,-1.5899999999999999,9.57
354,-1.5899999999999999,10.45
355,-1.5899999999999999,11.330000000000002
356,-1.5899999999999999,12.21
357,-1.5899999999999999,13.09
358,-1.5899999999999999,13.969999999999999
359,-1.5899999999999999,14.849999999999998
360,-1.5899999999999999,15.73
361,-1.5899999999999999,16.61
362,-1.5899999999999999,17.49
363,-0.7100000000000009,-11.55
364,-0.7100000000000009,-10.670000000000002
365,-0.7100000000000009,-9.790000000000001
366,-0.7100000000000009,-7.15
367,-0.7100000000000009,-6.270000000000001
368,-0.7100000000000009,-5.390000000000001
369,-0.7100000000000009,-4.51
370,-0.7100000000000009,-3.630000000000001
371,-0.7100000000000009,-2.75
372,-0.7100000000000009,-1.8699999999999992
373,-0.7100000000000009,-0.9900000000000002
374,-0.7100000000000009,-0.11000000000000121
375,-0.7100000000000009,0.7699999999999996
376,-0.7100000000000009,1.6500000000000004
377,-0.7100000000000009,2.5299999999999994
378,-0.7100000000000009,3.41
379,-0.7100000000000009,6.050000000000001
380,-0.7100000000000009,6.93
381,-0.7100000000000009,7.809999999999999
382,-0.7100000000000009,8.690000000000001
383,-0.7100000000000009,9.57
384,-0.7100000000000009,10.45
385,-0.7100000000000009,11.330000000000002
386,-0.7100000000000009,12.21
387,-0.7100000000000009,13.09
388,-0.7100000000000009,13.969999999999999
389,-0.7100000000000009,14.849999999999998
390,-0.7100000000000009,15.73
391,-0.7100000000000009,16.61
392,-0.7100000000000009,17.49
393,-0.7100000000000009,18.37
394,0.16999999999999815,-10.670000000000002
395,0.16999999999999815,-8.03
396,0.16999999999999815,-7.15
397,0.16999999999999815,-6.270000000000001
398,0.16999999999999815,-5.390000000000001
399,0.16999999999999815,-4.51
400,0.16999999999999815,-3.630000000000001
401,0.16999999999999815,-2.75
402,0.16999999999999815,-1.8699999999999992
403,0.16999999999999815,-0.9900000000000002
404,0.16999999999999815,-0.11000000000000121
405,0.16999999999999815,0.7699999999999996
406,0.16999999999999815,1.6500000000000004
407,0.16999999999999815,2.5299999999999994
408,0.16999999999999815,3.41
409,0.16999999999999815,6.93
410,0.16999999999999815,8.690000000000001
411,0.16999999999999815,9.57
412,0.16999999999999815,12.21
413,0.16999999999999815,13.09
414,0.16999999999999815,13.969999999999999
415,0.16999999999999815,14.849999999999998
416,0.16999999999999815,15.73
417,0.16999999999999815,16.61
418,0.16999999999999815,17.49
419,0.16999999999999815,18.37
420,0.16999999999999815,19.25
421,1.0500000000000007,-10.670000000000002
422,1.0500000000000007,-9.790000000000001
423,1.0500000000000007,-8.91
424,1.0500000000000007,-8.03
425,1.0500000000000007,-7.15
426,1.0500000000000007,-6.270000000000001
427,1.0500000000000007,-5.390000000000001
428,1.0500000000000007,-4.51
429,1.0500000000000007,-3.630000000000001
430,1.0500000000000007,-2.75
431,1.0500000000000007,-1.8699999999999992
432,1.0500000000000007,-0.9900000000000002
433,1.0500000000000007,-0.11000000000000121
434,1.0500000000000007,0.7699999999999996
435,1.0500000000000007,1.6500000000000004
436,1.0500000000000007,2.5299999999999994
437,1.0500000000000007,3.41
438,1.0500000000000007,9.57
439,1.0500000000000007,13.09
440,1.0500000000000007,13.969999999999999
441,1.0500000000000007,14.849999999999998
442,1.0500000000000007,15.73
443,1.0500000000000007,16.61
444,1.0500000000000007,17.49
445,1.0500000000000007,18.37
446,1.0500000000000007,19.25
447,1.9299999999999997,-12.43
448,1.9299999999999997,-11.55
449,1.9299999999999997,-10.670000000000002
450,1.9299999999999997,-9.790000000000001
451,1.9299999999999997,-8.91
452,1.9299999999999997,-8.03
453,1.9299999999999997,-7.15
454,1.9299999999999997,-6.270000000000001
455,1.9299999999999997,-5.390000000000001
456,1.9299999999999997,-4.51
457,1.9299999999999997,-3.630000000000001
