,mean_value_obs,month,sd_value_obs,site,mean_value_sim,sd_value_sim
0,14.496876942579833,1.0,2.1646044313737445,1.0,14.487477450755335,2.2215174814492324
1,14.223317578205592,1.0,2.1230581812691787,2.0,14.203203273921885,2.2406605001751227
2,13.59128500546999,1.0,2.0172545006808855,3.0,13.576518591124524,2.148359651885587
3,13.116363630908749,1.0,1.4930572867080767,4.0,13.099297809006066,1.6558894251021503
4,14.334347789186323,1.0,2.5673461070318595,5.0,14.320406923194085,2.6297255111486986
5,13.004270510822822,1.0,2.6891563561396516,6.0,12.982233536713867,2.797144835897741
6,12.460617405353348,1.0,2.4958057347313902,7.0,12.440240502804839,2.63135454314163
7,11.67469963198308,1.0,2.492117767041,8.0,11.660215801278751,2.6105912298665617
8,11.950295752990375,1.0,1.997877902254266,9.0,11.937251349320976,2.1103667069251535
9,14.349077430061385,1.0,3.110322215693462,10.0,14.342555385804946,3.108995427905167
10,15.372193089659051,1.0,2.2061923545377846,11.0,15.35437378327821,2.2719804976302744
11,15.300869606088096,1.0,2.8753814647906615,12.0,15.284371033417282,2.9069974654547366
12,12.820799832606996,1.0,2.984132977392243,13.0,12.807505231952796,3.034819693702692
13,11.893346892872595,1.0,2.928561567031531,14.0,11.873464544062333,3.0163279905733944
14,11.144946022608307,1.0,2.569826102560212,15.0,11.12645273199389,2.7038228147039933
15,9.204176934324925,1.0,2.883248941275626,16.0,9.182595308579105,3.0033221392782363
16,8.856307488646003,1.0,2.859472941249091,17.0,8.833834789459743,3.003966504591481
17,8.51712166925976,1.0,2.732878683917914,18.0,8.491546780467996,2.905761642401007
18,9.323588351833001,1.0,2.461526187693531,19.0,9.304375467664451,2.6498845084781175
19,13.344887284272554,1.0,3.3572117925730995,20.0,13.328676705679907,3.3680419224216234
20,11.998662968089723,1.0,3.1726485612468887,21.0,11.987621228467072,3.2193974491135187
21,10.895898329337221,1.0,2.9944715442559855,22.0,10.879869368168936,3.0747375923584994
22,9.980051929664857,1.0,2.8313958927684086,23.0,9.964511915620937,2.934178793957322
23,7.409183667718647,1.0,3.223445675526385,24.0,7.3895361296510105,3.323927915956843
24,7.731651292906541,1.0,2.9260087927848932,25.0,7.71392797460399,3.0761542262693915
25,5.649647011133851,1.0,3.361942015172835,26.0,5.619837115866961,3.5363871575190107
26,7.513450850661919,1.0,3.0565436741806202,27.0,7.488305880209771,3.2377484904765184
27,12.72350172405881,1.0,2.8516766994250133,28.0,12.707053693335544,2.868591250114765
28,10.717811106979777,1.0,3.857468385240675,29.0,10.699606806548353,3.8749909627683734
29,10.766999664256456,1.0,3.466701210730128,30.0,10.75434210223188,3.5108579585409485
30,9.012989389729782,1.0,3.2753996718575227,31.0,8.99860853370892,3.3420859415812476
31,9.072323374871004,1.0,3.101706055197445,32.0,9.056317842418869,3.1879413999783077
32,5.9180112434018355,1.0,3.5083163824203214,33.0,5.891638157939639,3.649544780298841
33,6.750645529880996,1.0,2.9885423953795565,34.0,6.7259705790901405,3.187558109374469
34,4.919358615023018,1.0,3.5568872124477355,35.0,4.891486497819835,3.7373412089736084
35,8.661348976662001,1.0,3.267310129974781,36.0,8.634471653137156,3.3787832024666105
36,13.690915300411444,1.0,2.8626867924711155,37.0,13.674184602751527,2.9146353079288057
37,8.782237660669187,1.0,4.18247008264019,38.0,8.750099708316167,4.245809871844317
38,8.750224640949291,1.0,3.8077585710284563,39.0,8.729448268577537,3.86387835431684
39,8.55791615613216,1.0,3.320263175969408,40.0,8.53811106129956,3.41812937821265
40,8.683238676898423,1.0,3.237231719016619,41.0,8.66498892619697,3.341678768678897
41,5.251269412538239,1.0,3.774591998203852,42.0,5.215160943664626,3.8950418252356602
42,5.828675794938133,1.0,3.2925218968323975,43.0,5.804698979190521,3.478536379583172
43,3.9244740536492215,1.0,3.713760827799931,44.0,3.9016218300214067,3.8654856147787826
44,11.228015197422128,1.0,2.7094148600384553,45.0,11.203505678124325,2.7808816491534167
45,6.037646155648688,1.0,2.594212657396239,46.0,6.029748364079543,2.853446666500737
46,7.406429785769894,1.0,1.9672077278396447,47.0,7.401023960484612,2.183227546198702
47,15.390436200684913,1.0,1.9223425769492586,48.0,15.378380697163202,1.9747359164450655
48,12.827884830356783,1.0,3.7390280322451424,49.0,12.79660165420463,3.8000906094997204
49,8.788765601861092,1.0,3.8390566557272368,50.0,8.755718889001576,3.9210019792332935
50,6.965849667393086,1.0,3.6828824443007404,51.0,6.933293057808993,3.7483842727365198
51,5.6906597240357915,1.0,3.7072438831717385,52.0,5.6599729880292005,3.801095682386618
52,4.668834941790913,1.0,3.868446050046167,53.0,4.630087828419281,4.0058134469825815
53,4.504100047837601,1.0,3.7767853549270387,54.0,4.4642996337483485,3.9048646846864115
54,8.253767460850183,1.0,3.4804445939367685,55.0,8.228619492623555,3.5821745353131544
55,5.849977816750203,1.0,2.7584314930460003,56.0,5.84775018700805,3.0318924077405587
56,5.5419462841899385,1.0,2.8693526482269562,57.0,5.531264809538641,3.1850412368254024
57,5.5692876703478165,1.0,2.739386704690932,58.0,5.5594072553126885,3.0160277598247394
58,14.197656384686393,1.0,2.59167422719018,59.0,14.181562040580216,2.643263540054792
59,11.694321778188261,1.0,3.593257340196877,60.0,11.665675425081323,3.652882317744769
60,7.299306079024535,1.0,3.986919498845959,61.0,7.258502942696414,4.05502077370273
61,3.8261811631790588,1.0,4.201017075538274,62.0,3.780359963378248,4.324277541221323
62,7.527593507816268,1.0,3.6762314654826587,63.0,7.49744203804922,3.8076889607305047
63,8.232031387734674,1.0,3.785447544574832,64.0,8.20028248069171,3.8757388624957048
64,10.02439606922229,1.0,2.866970717477565,65.0,9.998665857766905,2.9779186622378777
65,8.55534535545289,1.0,1.969757326560138,66.0,8.550612555283692,2.1626688227958817
66,7.717512545935558,1.0,1.7643264598369037,67.0,7.717177619474549,1.918490109045545
67,5.706718324624704,1.0,2.587375867490569,68.0,5.702359381256966,2.812052726697205
68,4.78687022691973,1.0,3.0171109229896675,69.0,4.775313683088003,3.309166229953426
69,4.5186728134198315,1.0,2.962917594929896,70.0,4.504520046245046,3.2741349271248623
70,6.06321988098879,1.0,2.205371381270997,71.0,6.052978102140529,2.4416233880013007
71,11.885883099811695,1.0,3.3851747784688215,72.0,11.85531531965284,3.4151902286972855
72,8.982449986513748,1.0,3.8423068900475106,73.0,8.95104372218792,3.9562504343988825
73,10.013538707750513,1.0,3.3832622474226737,74.0,9.994229794090312,3.5274806321832703
74,5.509887776009487,1.0,3.9401823560040943,75.0,5.48183729892898,4.009824799685838
75,10.260750939064462,1.0,3.1146262584649933,76.0,10.237111694036793,3.2780053837041288
76,9.242660882931414,1.0,2.310397930088338,77.0,9.241451820436826,2.4980624988339657
77,8.217474040093585,1.0,2.6156651706820315,78.0,8.21954353439928,2.845306390512264
78,7.7551614076568915,1.0,2.4083618537525795,79.0,7.75727110361412,2.6016867963380133
79,6.5483358158149585,1.0,2.341528813776571,80.0,6.5465513870241825,2.537291438295934
80,6.750658139252073,1.0,2.1345470586856763,81.0,6.749327864429963,2.329781614261954
81,6.281319591273239,1.0,1.9961977860062554,82.0,6.278741774849354,2.172110497360777
82,5.7894834686946846,1.0,2.100773378495979,83.0,5.78837976887758,2.2636972267949838
83,4.637245911623608,1.0,2.71618707366468,84.0,4.631921484804722,2.978087676583202
84,5.546887384922522,1.0,2.1283896199432926,85.0,5.538712006023173,2.3528966060729757
85,11.903150133938786,1.0,3.0470418095540235,86.0,11.886754014519594,3.1390577337762346
86,8.897628860488817,1.0,3.7610555351291937,87.0,8.879086372670207,3.881374903854807
87,3.7307882001596226,1.0,3.7481865374335075,88.0,3.6989526923372265,3.871453464726365
88,9.622787901244545,1.0,3.7359627762716525,89.0,9.592489944856643,3.9803782735613216
89,9.611185119123324,1.0,3.1851596409705154,90.0,9.593479745966167,3.4488458422109165
90,9.032862924041407,1.0,3.00651059895763,91.0,9.021298835435783,3.275139495061087
91,8.511692765845854,1.0,3.1489337554981414,92.0,8.51270428188025,3.4107805917659557
92,7.729286657237677,1.0,3.471506366546925,93.0,7.73595532280409,3.7302010616338297
93,7.17267181154113,1.0,3.410398008125845,94.0,7.179493915784093,3.6549253897025142
94,7.708811661146418,1.0,2.424363503159637,95.0,7.707489699713645,2.618896400092498
95,6.603390431240669,1.0,2.477218960944404,96.0,6.600672474459775,2.6739079987351393
96,5.721381822452349,1.0,2.879015748802534,97.0,5.714892492430665,3.1199308673397783
97,4.002347958161659,1.0,3.2890407444436716,98.0,3.9924011832089064,3.565112988837992
98,4.549085643391608,1.0,2.5538194518734616,99.0,4.546958116864245,2.7484318049852785
99,4.816893763918445,1.0,2.1250179142489305,100.0,4.807450522232441,2.3544866000077262
100,4.561420816902007,1.0,2.2236061132646525,101.0,4.547420302946401,2.496606238349307
101,4.299900392755854,1.0,2.3015342483018526,102.0,4.279299132883228,2.59290564317843
102,5.156137787456979,1.0,2.015578669356661,103.0,5.13463755243504,2.279053601153878
103,5.965726138105371,1.0,1.9365351653926588,104.0,5.941153969562182,2.1364783165980046
104,13.62660316093958,1.0,1.676493806404152,105.0,13.61266807647418,1.7449540263472678
105,12.157925292561515,1.0,2.750472312613988,106.0,12.153229852968646,2.8087779730491205
106,4.222815367314856,1.0,3.8873990968168233,107.0,4.213246360628039,3.990884913015618
107,7.519921807417698,1.0,4.610257238906254,108.0,7.497627317990371,4.746761428165751
108,8.57413341023339,1.0,3.8663092394367937,109.0,8.558332787765476,4.060313924224533
109,7.9179264602349075,1.0,3.5330956943309637,110.0,7.901056976418351,3.7536266922534254
110,6.879025116012747,1.0,3.5456478838439494,111.0,6.868697902434415,3.78879558145085
111,6.964846519574531,1.0,3.749641260881564,112.0,6.964032919936337,4.030574322342648
112,6.906921919409075,1.0,3.7939921015995126,113.0,6.914247796683071,4.0720947099076685
113,5.930567442484055,1.0,3.757900095533525,114.0,5.935994852841621,4.042163113290517
114,6.3175523980318,1.0,3.1164250135351073,115.0,6.321165858425441,3.3425502679641617
115,6.16416940826907,1.0,2.6985408840543363,116.0,6.160014776249887,2.9043266474214926
116,4.794036113366445,1.0,3.512708082532687,117.0,4.793618803831168,3.7831516048444715
