,mean_value_obs,month,sd_value_obs,site,mean_value_sim,sd_value_sim
0,287.5753974750478,1.0,1.7539899184768328,1.0,287.57490826096074,1.749067731365921
1,287.3359164822486,1.0,1.7517124433587299,2.0,287.33153554141137,1.746615356323061
2,286.75174593361476,1.0,1.6632247375133287,3.0,286.7512811865038,1.6601087725059809
3,286.70572315065664,1.0,1.2465334156659116,4.0,286.7018250759494,1.2460317970731125
4,287.20541458129884,1.0,2.1560854530645495,5.0,287.20218200708206,2.1578404213944684
5,285.9480645702731,1.0,2.296253290355003,6.0,285.94244159058604,2.294541067003794
6,285.43454487298123,1.0,2.1566087914290484,7.0,285.43028613108976,2.1588725907992066
7,284.75136632611674,1.0,2.0920153712623355,8.0,284.74994750213625,2.0923537129503087
8,285.4130184269293,1.0,1.6076051757787098,9.0,285.4116744908979,1.6074442625933856
9,287.1559346352854,1.0,2.541785307386099,10.0,287.15368491388136,2.537958985864498
10,288.36809271535566,1.0,1.7662176991591647,11.0,288.3635290190174,1.7621772650990843
11,287.9041296107795,1.0,2.449258641398433,12.0,287.8972975618916,2.4479209813673295
12,285.6904141415832,1.0,2.5331670805941475,13.0,285.68637813986504,2.5334123406969704
13,284.94026563090665,1.0,2.4917215133915183,14.0,284.93414678044473,2.4861312121766788
14,284.23228092808876,1.0,2.1894138257122147,15.0,284.229788010628,2.1930810590433887
15,282.40637145503877,1.0,2.456190040129073,16.0,282.3991721309539,2.4544959827543837
16,282.18595913302516,1.0,2.43700997494509,17.0,282.18025860718757,2.4398476105828233
17,281.8517679932297,1.0,2.3671248005828067,18.0,281.84691308199973,2.3655377800294755
18,282.8772964149393,1.0,2.1082429189703626,19.0,282.8774829256611,2.10753778108206
19,286.0673911063902,1.0,2.869270514323154,20.0,286.05976603797177,2.8668655620665597
20,284.87784042358396,1.0,2.6964398383559423,21.0,284.8759443620251,2.694482226675042
21,284.01378255864626,1.0,2.53306343599093,22.0,284.0100632338985,2.5265323762465957
22,282.93875186058784,1.0,2.429365052733148,23.0,282.9355409873224,2.4242422983905874
23,280.9684262921733,1.0,2.718782965215555,24.0,280.9614673016456,2.7141647768456187
24,281.3438265154439,1.0,2.4714669578623893,25.0,281.3416223998531,2.479179351228949
25,279.29462605958344,1.0,2.9095890295675564,26.0,279.2889872704783,2.902610181467696
